出,曲牌,是否前腔,顺序,全部句式,承词,宾白,唱词,前置宾白句式,全宾白句式,后置宾白句式
第十出,乌夜啼,否,2,"[6, 3, 7, 3, 3, 3, 3, 7, 3, 2, 8, 3, 6, 7, 7, 6]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[6, 3, 7, 3, 3, 3, 3, 7, 3, 2, 8, 3, 6, 7, 7, 6]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],"[6, 3, 7, 3, 3, 3, 3, 7, 3, 2, 8, 3, 6, 7, 7, 6]"
第十出,步步娇,否,3,"[8, 5, 3, 3, 4, 4, 6, 9]","[1, 0, 1, 0, 0, 0, 1, 2]","[0, 0, 0, 0, 0, 0, 0, 0]","[7, 5, 2, 3, 4, 4, 5, 7]",[],[],[6]
第十出,醉扶归,否,4,"[12, 8, 12, 8, 10, 10]","[7, 3, 5, 3, 3, 3]","[0, 0, 0, 0, 0, 0]","[5, 5, 7, 5, 7, 7]",[6],[],"[4, 2, 2, 7, 7, 7, 7, 4, 6]"
第十出,皂罗袍,否,5,"[8, 10, 7, 7, 4, 10, 4, 4, 4, 4, 10]","[2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2]","[0, 0, 0, 0, 4, 10, 0, 0, 0, 0, 0]","[6, 9, 7, 7, 0, 0, 4, 4, 4, 4, 8]","[4, 2, 2, 7, 7, 7, 7, 4, 6]",[],"[5, 5]"
第十出,好姐姐,否,6,"[8, 7, 3, 4, 7, 6, 3, 7, 7]","[2, 0, 0, 0, 2, 0, 0, 0, 0]","[0, 0, 3, 0, 0, 6, 0, 0, 0]","[6, 7, 0, 4, 5, 0, 3, 7, 7]","[5, 5]",[],"[2, 10, 4]"
第十出,隔尾,否,7,"[7, 11, 10]","[0, 4, 3]","[0, 0, 0]","[7, 7, 7]","[2, 10, 4]",[],"[5, 5, 5, 5, 2, 5, 7, 5, 5, 2, 6, 5, 1, 4, 4, 4, 2, 4, 4, 6, 4, 4, 4, 4, 6, 6, 4, 6, 9, 6, 5, 5, 5, 6, 6, 5, 4, 4, 6, 6, 6, 8, 7]"
第十出,山坡羊,否,8,"[7, 7, 7, 5, 6, 3, 6, 6, 6, 5, 6, 2, 6, 2, 3, 3]","[0, 0, 0, 2, 1, 0, 0, 2, 2, 1, 2, 0, 1, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[7, 7, 7, 3, 5, 3, 6, 4, 4, 4, 4, 2, 5, 2, 2, 3]","[5, 5, 5, 5, 2, 5, 7, 5, 5, 2, 6, 5, 1, 4, 4, 4, 2, 4, 4, 6, 4, 4, 4, 4, 6, 6, 4, 6, 9, 6, 5, 5, 5, 6, 6, 5, 4, 4, 6, 6, 6, 8, 7]",[],"[5, 6, 7, 7, 7, 7, 12, 4, 1, 2, 2, 11, 4, 11, 2, 6, 9, 6, 4, 2, 5]"
第十出,山桃红,否,9,"[7, 4, 6, 5, 2, 8, 3, 7, 7, 2, 3, 6, 3, 9, 10, 6, 4, 11]","[3, 0, 1, 1, 0, 0, 0, 4, 4, 2, 3, 3, 0, 5, 3, 1, 0, 0]","[0, 0, 0, 0, 2, 8, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[4, 4, 5, 4, 0, 0, 0, 3, 3, 0, 0, 3, 3, 4, 7, 5, 4, 11]","[5, 6, 7, 7, 7, 7, 12, 4, 1, 2, 2, 11, 4, 11, 2, 6, 9, 6, 4, 2, 5]",[],"[7, 7, 7, 7, 14, 8, 6, 7, 7, 7, 9, 5, 9]"
第十出,鲍老催,否,10,"[7, 12, 10, 5, 3, 3, 1, 8, 10, 9, 8]","[3, 5, 3, 2, 0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 1, 0, 10, 0, 0]","[4, 7, 7, 3, 3, 3, 0, 8, 0, 8, 7]","[7, 7, 7, 7, 14, 8, 6, 7, 7, 7, 9, 5, 9]",[],"[2, 6, 4, 9, 4]",[]
第十出,山桃红,否,11,"[7, 4, 4, 5, 4, 2, 4, 6, 3, 10, 10, 2, 4, 6, 4, 11]","[3, 0, 0, 0, 0, 0, 0, 3, 0, 0, 3, 0, 0, 1, 0, 4]","[0, 0, 4, 0, 0, 2, 4, 0, 0, 0, 0, 2, 4, 0, 0, 0]","[4, 4, 0, 5, 4, 0, 0, 3, 3, 10, 7, 0, 0, 5, 4, 7]",[],[],"[2, 5, 4, 2, 3, 2, 6, 6, 7, 7, 2, 2, 4, 5, 5, 5, 5, 2, 2, 7, 2, 5, 4, 8, 5, 4, 6, 7, 6, 4, 4, 6, 4, 7, 2, 7, 4, 5, 2, 5, 4, 4, 6, 6, 4, 2, 5, 5, 2, 2, 10, 6, 4, 4, 4, 4, 4, 4, 4, 9, 5, 7, 9, 8, 4, 4, 4, 6, 5, 6, 8, 9, 4, 6, 4, 7, 4, 4, 5, 4, 8, 6, 4, 5, 6, 6, 10, 8, 8, 4, 4, 6, 2, 7, 10]"
第十出,绵搭絮,否,12,"[4, 5, 4, 7, 3, 4, 7, 4, 7, 4, 4]","[0, 2, 2, 0, 0, 0, 3, 0, 3, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[4, 3, 2, 7, 3, 4, 4, 4, 4, 4, 3]","[2, 5, 4, 2, 3, 2, 6, 6, 7, 7, 2, 2, 4, 5, 5, 5, 5, 2, 2, 7, 2, 5, 4, 8, 5, 4, 6, 7, 6, 4, 4, 6, 4, 7, 2, 7, 4, 5, 2, 5, 4, 4, 6, 6, 4, 2, 5, 5, 2, 2, 10, 6, 4, 4, 4, 4, 4, 4, 4, 9, 5, 7, 9, 8, 4, 4, 4, 6, 5, 6, 8, 9, 4, 6, 4, 7, 4, 4, 5, 4, 8, 6, 4, 5, 6, 6, 10, 8, 8, 4, 4, 6, 2, 7, 10]",[],"[5, 5, 2, 6]"
第十出,尾声,否,13,"[6, 8, 2, 10]","[0, 1, 0, 3]","[0, 0, 2, 0]","[6, 7, 0, 7]","[5, 5, 2, 6]",[]
第十一出,征胡兵,否,1,"[8, 4, 7, 6, 6, 8, 5]","[1, 0, 1, 1, 1, 3, 1]","[0, 0, 0, 0, 0, 0, 0]","[7, 4, 6, 5, 5, 5, 4]","[5, 5, 5, 5, 9, 5, 6, 4, 8, 4, 5, 5, 13, 10, 4, 5, 5, 2, 5, 4, 5, 8, 4, 6, 5, 4, 8, 4, 4, 6, 4]",[],"[4, 2, 5]"
第十一出,征胡兵,是,2,"[8, 5, 9, 8, 6, 6, 4, 3, 5, 4]","[1, 1, 0, 2, 1, 1, 0, 3, 0, 0]","[0, 0, 9, 0, 0, 0, 4, 0, 0, 0]","[7, 4, 0, 6, 5, 5, 0, 0, 5, 4]","[4, 2, 5]",[],"[6, 4, 6]"
第十二出,夜游宫,否,1,"[6, 7, 5, 4, 3, 3, 3]","[0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[6, 7, 4, 4, 3, 3, 3]",[],[],"[6, 6, 6, 6, 6, 6, 6, 6, 6, 7, 6, 6, 6, 6, 6, 7, 3, 5, 6, 10, 6, 6, 6, 6, 6, 6, 6, 6, 6]"
第十二出,月儿高,否,2,"[5, 5, 11, 10, 8]","[0, 0, 1, 3, 0]","[0, 0, 0, 0, 0]","[5, 5, 10, 7, 8]","[6, 6, 6, 6, 6, 6, 6, 6, 6, 7, 6, 6, 6, 6, 6, 7, 3, 5, 6, 10, 6, 6, 6, 6, 6, 6, 6, 6, 6]",[],"[7, 7, 7, 7, 6, 4, 4, 4, 4, 4, 6, 7, 7, 5, 6]"
第十二出,月儿高,是,3,"[6, 6, 5, 5, 4, 4, 5, 6, 6, 6, 4, 1, 8, 6]","[1, 1, 0, 0, 0, 0, 3, 1, 0, 0, 0, 0, 4, 1]","[0, 0, 0, 0, 4, 4, 0, 0, 6, 6, 4, 1, 0, 0]","[5, 5, 5, 5, 0, 0, 2, 5, 0, 0, 0, 0, 4, 5]","[7, 7, 7, 7, 6, 4, 4, 4, 4, 4, 6, 7, 7, 5, 6]",[],"[7, 6, 6, 4, 2, 4, 4, 6, 6, 4, 4, 6, 4, 6, 2, 4, 2, 7, 7, 4, 6, 6, 7]"
第十二出,懒画眉,否,4,"[8, 10, 9, 1, 8, 10, 6]","[1, 3, 2, 0, 3, 3, 0]","[0, 0, 0, 1, 0, 0, 6]","[7, 7, 7, 0, 5, 7, 0]","[7, 6, 6, 4, 2, 4, 4, 6, 6, 4, 4, 6, 4, 6, 2, 4, 2, 7, 7, 4, 6, 6, 7]",[]
第十二出,懒画眉,是,5,"[3, 7, 10, 8, 9, 1, 8]","[0, 0, 3, 1, 4, 0, 1]","[3, 0, 0, 0, 0, 1, 0]","[0, 7, 7, 7, 5, 0, 7]",[],[],"[3, 5, 6, 1, 2, 4]"
第十二出,不是路,否,6,"[4, 8, 3, 7, 3, 7, 7, 3, 7, 5, 5]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[4, 7, 3, 7, 3, 7, 7, 3, 7, 4, 4]","[3, 5, 6, 1, 2, 4]",[]
第十二出,不是路,是,7,"[1, 4, 8, 1, 3, 2, 3, 10, 3, 5, 8, 7, 4, 4, 8, 5, 5]","[0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 1, 1, 1]","[1, 0, 0, 1, 3, 2, 0, 0, 0, 5, 0, 0, 4, 1, 0, 0, 0]","[0, 4, 7, 0, 0, 0, 3, 8, 3, 0, 7, 7, 0, 3, 7, 4, 4]",[],[],"[3, 8, 5, 7, 7, 4, 4]"
第十二出,忒忒令,否,8,"[9, 8, 8, 6, 6, 8]","[2, 1, 1, 0, 3, 1]","[0, 0, 0, 0, 0, 0]","[7, 7, 7, 6, 3, 7]","[3, 8, 5, 7, 7, 4, 4]",[],"[1, 12, 6, 4]"
第十二出,嘉庆子,否,9,"[8, 9, 6, 4, 4, 4, 3]","[1, 2, 0, 1, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0]","[7, 7, 6, 3, 3, 3, 3]","[1, 12, 6, 4]",[]
第十二出,尹令,否,10,"[6, 7, 7, 6, 6, 5, 8]","[0, 1, 1, 0, 0, 1, 1]","[6, 0, 0, 0, 0, 0, 0]","[0, 6, 6, 6, 6, 4, 7]",[],[],[9]
第十二出,品令,否,11,"[5, 6, 7, 6, 4, 4, 5, 4, 4, 5, 7]","[1, 1, 3, 1, 4, 0, 0, 1, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[4, 5, 4, 5, 0, 4, 5, 3, 3, 4, 7]",[9],[],"[6, 8]"
第十二出,豆叶黄,否,12,"[7, 5, 11, 11, 4, 4, 15, 8]","[3, 1, 4, 7, 0, 0, 4, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[4, 4, 7, 4, 4, 4, 11, 8]","[6, 8]",[],"[1, 4, 4, 3, 3, 8, 4, 5]"
第十二出,玉交枝,否,13,"[7, 7, 11, 7, 9, 7, 7, 1, 9]","[3, 0, 3, 0, 2, 0, 0, 0, 2]","[0, 0, 0, 0, 0, 0, 0, 1, 0]","[4, 7, 8, 7, 7, 7, 7, 0, 7]","[1, 4, 4, 3, 3, 8, 4, 5]",[],[7]
第十二出,月上海棠,否,14,"[3, 7, 5, 4, 2, 8, 8, 4, 4, 7]","[0, 0, 0, 0, 0, 1, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 7, 5, 4, 2, 7, 7, 4, 4, 7]",[7],[],"[5, 1, 4, 7, 6]"
第十二出,二犯幺令,否,15,"[7, 7, 3, 11, 3, 9, 6, 7]","[3, 0, 3, 4, 0, 2, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[4, 7, 0, 7, 3, 7, 5, 7]","[5, 1, 4, 7, 6]",[],"[2, 7, 7, 4, 2]"
第十二出,江儿水,否,16,"[6, 3, 9, 7, 8, 7, 4, 7]","[1, 0, 2, 0, 1, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0]","[5, 3, 7, 7, 7, 6, 4, 6]","[2, 7, 7, 4, 2]",[],"[7, 7, 1, 5, 4]"
第十二出,川拨棹,否,17,"[4, 6, 4, 7, 7, 6, 6]","[1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[3, 6, 4, 7, 7, 6, 6]","[7, 7, 1, 5, 4]",[],[5]
第十二出,川拨棹,是,18,"[4, 6, 4, 11, 4, 8, 9]","[0, 1, 4, 4, 4, 0, 2]","[0, 0, 0, 0, 0, 0, 0]","[4, 5, 0, 7, 0, 8, 7]",[5],[],[2]
第十二出,川拨棹,是,19,"[5, 3, 1, 8, 4, 8, 9]","[0, 0, 1, 2, 0, 1, 2]","[0, 0, 0, 0, 0, 0, 0]","[5, 3, 0, 6, 4, 7, 7]",[2],[],"[2, 7, 2]"
第十二出,意不尽,否,20,"[9, 7, 5, 13]","[3, 0, 0, 6]","[0, 0, 5, 0]","[6, 7, 0, 7]","[2, 7, 2]",[]
第十三出,杏花天,否,1,"[7, 3, 4, 7, 3, 6]","[1, 0, 0, 3, 0, 0]","[0, 0, 0, 0, 0, 0]","[6, 3, 4, 4, 3, 6]",[],[],"[7, 7, 7, 7, 9, 10, 10, 6, 4, 2, 2, 2, 2, 6, 6, 4, 2, 7, 7, 5]"
第十三出,字字双,否,2,"[7, 2, 7, 2, 7, 2, 7, 2]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[7, 2, 7, 2, 7, 2, 7, 2]","[7, 7, 7, 7, 9, 10, 10, 6, 4, 2, 2, 2, 2, 6, 6, 4, 2, 7, 7, 5]",[],"[10, 6, 9, 4, 17, 4, 6, 5, 4, 2, 4, 2, 6, 7, 6, 4, 4, 6, 4, 4, 4, 4, 4]"
第十三出,桂花锁南枝,否,3,"[5, 4, 8, 9, 7, 8, 8, 3, 3, 3, 3]","[2, 0, 1, 3, 0, 1, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0]","[3, 4, 7, 6, 0, 7, 7, 3, 3, 3, 3]","[10, 6, 9, 4, 17, 4, 6, 5, 4, 2, 4, 2, 6, 7, 6, 4, 4, 6, 4, 4, 4, 4, 4]",[]
第十三出,桂花锁南枝,是,4,"[5, 4, 7, 7, 2, 6, 3, 4, 6, 6, 6, 1, 9, 9, 7, 7, 7, 2, 7, 5, 5, 3, 5, 3, 7, 4, 7]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 0, 0, 0]","[0, 0, 0, 0, 2, 6, 3, 4, 6, 6, 6, 1, 0, 0, 7, 7, 7, 2, 7, 5, 0, 0, 0, 0, 7, 4, 7]","[4, 4, 7, 7, 0, 0, 0, 0, 0, 0, 0, 0, 7, 7, 0, 0, 0, 0, 0, 0, 3, 3, 3, 3, 0, 0, 0]",[],[]
第十三出,尾声,否,5,"[9, 8, 2, 12]","[3, 1, 0, 5]","[0, 0, 2, 0]","[6, 7, 0, 7]",[],[]
第十四出,破齐阵,否,1,"[6, 6, 4, 4, 6, 7, 7, 5]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[6, 6, 4, 4, 6, 7, 7, 5]",[],[]
第十四出,醉桃源,否,2,"[7, 5, 7, 5, 3, 3, 5, 7, 5, 2, 6, 4, 4, 4, 6, 11, 5, 2, 7, 7]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[7, 5, 7, 5, 3, 3, 5, 7, 5, 2, 6, 4, 4, 4, 6, 11, 5, 2, 7, 7]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],"[7, 5, 7, 5, 3, 3, 5, 7, 5, 2, 6, 4, 4, 4, 6, 11, 5, 2, 7, 7]"
第十四出,刷子序犯,否,3,"[5, 4, 4, 9, 2, 7, 7, 7, 9]","[0, 0, 0, 0, 0, 0, 0, 0, 2]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[5, 4, 4, 9, 2, 7, 7, 7, 7]",[],[]
第十四出,朱奴儿犯,否,4,"[2, 8, 7, 8, 8, 4, 5, 3, 10]","[0, 1, 0, 1, 2, 1, 1, 0, 3]","[2, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 7, 7, 7, 6, 3, 4, 3, 7]",[],[],"[1, 5, 9, 6, 4, 2, 7, 6, 9, 4, 4, 14, 2, 3, 2, 4, 7, 7, 2, 2, 4, 7, 13]"
第十四出,普天乐,否,5,"[10, 6, 7, 7, 8, 7, 10, 10, 10]","[4, 0, 0, 0, 1, 0, 3, 3, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[6, 6, 7, 7, 7, 7, 7, 7, 7]","[1, 5, 9, 6, 4, 2, 7, 6, 9, 4, 4, 14, 2, 3, 2, 4, 7, 7, 2, 2, 4, 7, 13]",[]
第十四出,雁过声,否,6,"[2, 5, 7, 3, 5, 7, 5, 3, 7, 5, 8, 9]","[0, 1, 1, 0, 3, 2, 2, 0, 0, 0, 0, 2]","[0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 4, 6, 0, 2, 5, 3, 3, 7, 5, 8, 7]",[],[]
第十四出,倾怀序,否,7,"[2, 6, 6, 5, 4, 4, 4, 6, 5, 5, 3, 8]","[0, 0, 1, 1, 0, 0, 0, 2, 1, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 5, 4, 4, 4, 4, 4, 4, 4, 3, 7]",[],[],"[2, 2, 4]"
第十四出,玉芙蓉,否,8,"[5, 5, 5, 4, 7, 1, 7, 8, 8, 5, 5, 6, 6]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 1, 3, 0]","[0, 0, 0, 0, 7, 1, 0, 0, 8, 0, 0, 0, 0]","[5, 5, 5, 4, 0, 0, 7, 7, 0, 3, 4, 3, 6]","[2, 2, 4]",[],"[2, 4, 6, 6, 2, 8, 2]"
第十四出,山桃犯,否,9,"[6, 6, 8, 10, 4, 8, 5, 4]","[0, 1, 1, 3, 0, 1, 0, 1]","[0, 0, 0, 0, 4, 0, 0, 0]","[6, 5, 7, 7, 0, 7, 5, 3]","[2, 4, 6, 6, 2, 8, 2]",[],"[2, 4, 5, 7, 12, 6, 4, 4, 8, 2, 7, 7, 7, 7, 2, 6, 7, 6, 8, 4, 8]"
第十四出,尾犯序,否,10,"[5, 6, 4, 3, 6, 7, 2, 7, 7, 3, 9]","[0, 2, 0, 0, 2, 1, 0, 0, 0, 0, 2]","[0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0]","[5, 4, 4, 0, 4, 6, 2, 7, 7, 3, 7]","[2, 4, 5, 7, 12, 6, 4, 4, 8, 2, 7, 7, 7, 7, 2, 6, 7, 6, 8, 4, 8]",[],"[2, 9, 7, 7, 6, 6, 5, 7]"
第十四出,鲍老催,否,11,"[6, 6, 7, 3, 9, 8, 6, 8]","[0, 1, 1, 0, 2, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0]","[6, 5, 6, 3, 7, 7, 6, 7]","[2, 9, 7, 7, 6, 6, 5, 7]",[],"[2, 3, 5]"
第十四出,尾声,否,12,"[8, 9, 9]","[1, 2, 0]","[0, 0, 2]","[7, 7, 7]","[2, 3, 5]",[]
第十五出,一枝花,否,1,"[6, 6, 8, 4, 6, 6, 6, 4, 4]","[0, 0, 0, 0, 1, 1, 3, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[6, 6, 8, 4, 5, 5, 3, 3, 3]",[],[],"[7, 7, 8, 7, 11, 4, 4, 6, 6, 7, 7, 7, 6, 4, 4, 4, 6, 4, 6, 4, 6, 6, 4, 8, 7, 6, 10, 9, 6, 4, 6, 2, 11]"
第十五出,北二犯江儿水,否,2,"[4, 7, 5, 4, 5, 7, 4, 7, 9, 8, 5, 5, 4, 4, 3, 6, 3, 5, 5, 7, 9, 6, 5, 4, 8, 4, 8, 15]","[0, 0, 0, 4, 1, 3, 0, 2, 2, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 4, 0, 0, 8, 5, 5, 0, 0, 0, 0, 3, 5, 5, 7, 9, 6, 0, 0, 0, 0, 0, 0]","[4, 7, 5, 0, 4, 4, 0, 5, 7, 0, 0, 0, 4, 4, 2, 5, 0, 0, 0, 0, 0, 0, 4, 4, 7, 4, 8, 14]","[7, 7, 8, 7, 11, 4, 4, 6, 6, 7, 7, 7, 6, 4, 4, 4, 6, 4, 6, 4, 6, 6, 4, 8, 7, 6, 10, 9, 6, 4, 6, 2, 11]",[],"[4, 8, 4]"
第十五出,北尾,否,3,"[1, 12, 10, 2, 14]","[0, 5, 3, 0, 5]","[1, 0, 0, 2, 0]","[0, 7, 7, 0, 9]","[4, 8, 4]",[]
第十六出,三登乐,否,1,"[4, 7, 7, 3, 3, 5, 2, 7, 7]","[0, 0, 0, 0, 0, 1, 0, 3, 2]","[0, 0, 0, 0, 0, 0, 2, 0, 0]","[4, 7, 7, 3, 3, 4, 0, 4, 5]",[],[]
第十六出,清平乐,否,2,"[4, 5, 7, 6, 6, 6, 7, 6, 6, 6, 4, 4, 6, 6, 4, 4, 5, 6, 2, 8, 8, 7, 7, 4, 7, 8, 4, 4, 2, 2, 8]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[4, 5, 7, 6, 6, 6, 7, 6, 6, 6, 4, 4, 6, 6, 4, 4, 5, 6, 2, 8, 8, 7, 7, 4, 7, 8, 4, 4, 2, 2, 8]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],"[4, 5, 7, 6, 6, 6, 7, 6, 6, 6, 4, 4, 6, 6, 4, 4, 5, 6, 2, 8, 8, 7, 7, 4, 7, 8, 4, 4, 2, 2, 8]"
第十六出,驻马听,否,3,"[5, 5, 3, 6, 4, 4, 7, 11, 10, 4, 4, 6, 10]","[1, 1, 0, 2, 0, 0, 0, 4, 3, 0, 0, 3, 3]","[0, 0, 0, 0, 0, 0, 7, 0, 0, 4, 4, 0, 0]","[4, 4, 3, 4, 4, 4, 0, 7, 7, 0, 0, 3, 7]",[],[],[3]
第十六出,驻马听,是,4,"[5, 8, 7, 7, 4, 4, 5, 4, 5, 8, 10, 9, 6, 5, 7]","[1, 0, 0, 3, 0, 0, 0, 0, 0, 1, 3, 0, 0, 1, 0]","[0, 0, 7, 0, 0, 0, 5, 4, 5, 0, 0, 9, 6, 0, 0]","[4, 8, 0, 4, 4, 4, 0, 0, 0, 7, 7, 0, 0, 4, 7]",[3],[],"[6, 5, 10, 6, 11, 5, 10, 6, 4, 2, 11, 15, 3, 5, 5, 3, 2, 5, 6, 4, 7, 7, 2, 6, 4]"
第十六出,驻马听,是,5,"[4, 7, 6, 4, 4, 10, 8, 4, 9, 8, 3, 4, 8]","[0, 0, 2, 0, 0, 0, 0, 0, 2, 1, 0, 0, 1]","[0, 0, 0, 0, 0, 10, 8, 4, 0, 0, 3, 0, 0]","[4, 7, 4, 4, 4, 0, 0, 0, 7, 7, 0, 4, 7]","[6, 5, 10, 6, 11, 5, 10, 6, 4, 2, 11, 15, 3, 5, 5, 3, 2, 5, 6, 4, 7, 7, 2, 6, 4]",[],"[3, 7, 6, 5, 5, 7, 4, 4, 4, 14, 3, 5, 4, 13, 4, 6, 4, 1, 8, 6, 6, 6]"
第十六出,驻马听,是,6,"[4, 7, 7, 4, 4, 7, 8, 10, 4, 3, 8]","[0, 0, 0, 0, 0, 0, 1, 3, 0, 3, 1]","[0, 0, 3, 0, 0, 7, 0, 0, 0, 0, 0]","[4, 7, 4, 4, 4, 0, 7, 7, 4, 0, 7]","[3, 7, 6, 5, 5, 7, 4, 4, 4, 14, 3, 5, 4, 13, 4, 6, 4, 1, 8, 6, 6, 6]",[],"[5, 5, 3, 4]"
第十六出,尾声,否,7,"[8, 2, 7, 10]","[1, 0, 0, 3]","[0, 2, 0, 0]","[7, 0, 7, 7]","[5, 5, 3, 4]",[],"[5, 5, 11, 7, 4, 11, 8, 6, 2, 7, 7]"
第十七出,风入松,否,1,"[7, 5, 10, 7, 7, 3, 3]","[0, 0, 3, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[7, 5, 7, 7, 7, 3, 3]",[],[]
